ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_kg,Arrived_on_Time,Weight_Category
8382,F,Ship,4,3,142,3,medium,M,1,4.9,0,Heavy
8383,D,Ship,4,3,173,4,low,M,9,5.7,0,Heavy
8384,F,Ship,5,3,156,4,medium,F,8,5.9,0,Heavy
8385,A,Ship,3,1,223,2,low,M,8,5.7,1,Heavy
8386,B,Ship,4,5,231,3,low,F,4,5.2,1,Heavy
8387,C,Ship,2,4,264,3,low,F,1,5.4,1,Heavy
8388,F,Ship,4,4,175,5,low,M,10,4.5,1,Heavy
8389,D,Ship,2,4,149,5,medium,F,7,5.5,0,Heavy
8390,F,Ship,3,1,226,2,low,M,7,4.7,0,Heavy
8391,A,Ship,3,1,133,3,medium,F,5,4.5,0,Heavy
8392,B,Ship,5,2,190,2,low,M,1,5,0,Heavy
8393,C,Ship,3,5,238,2,high,M,5,4.1,0,Heavy
8394,F,Ship,6,4,152,3,low,M,10,4.4,1,Heavy
8395,D,Ship,3,4,249,3,high,F,10,5.6,1,Heavy
8396,F,Ship,4,3,181,2,low,F,4,5.6,1,Heavy
8397,A,Ship,3,3,239,2,medium,F,2,5.6,0,Heavy
8398,B,Ship,3,1,167,3,medium,M,10,4.3,1,Heavy
8399,C,Ship,3,5,246,3,medium,M,1,5.7,1,Heavy
8400,F,Ship,5,1,139,3,medium,F,1,6,1,Heavy
8401,D,Ship,5,1,150,4,low,F,1,5.1,0,Heavy
8402,F,Ship,3,3,151,3,medium,F,1,5.3,0,Heavy
8403,A,Ship,4,1,186,3,low,F,6,4.8,0,Heavy
8404,B,Ship,3,4,250,3,low,M,6,5.6,0,Heavy
8405,C,Ship,4,1,162,3,medium,M,6,4.3,1,Heavy
8406,F,Ship,5,3,135,3,medium,F,5,4.5,0,Heavy
8407,D,Ship,3,1,238,2,medium,M,5,4.4,1,Heavy
8408,F,Ship,6,5,167,2,low,M,10,4,1,Heavy
8409,A,Ship,4,1,269,5,medium,M,3,4.5,1,Heavy
8410,B,Ship,4,2,187,2,medium,M,7,4.5,1,Heavy
8411,C,Ship,3,3,241,2,high,M,2,4.8,1,Heavy
8412,F,Ship,3,2,168,3,medium,M,10,5,1,Heavy
8413,D,Ship,4,4,273,2,low,M,1,5.8,1,Heavy
8414,F,Ship,4,3,257,3,low,M,8,4.4,1,Heavy
8415,A,Ship,5,1,205,2,low,F,3,5.7,1,Heavy
8416,B,Ship,4,1,260,5,low,M,1,5.6,1,Heavy
8417,C,Ship,2,1,207,3,medium,F,10,5.4,0,Heavy
8418,F,Ship,3,1,202,2,medium,M,7,4.6,0,Heavy
8419,D,Ship,5,1,224,3,low,M,7,5.9,1,Heavy
8420,F,Ship,5,1,193,2,low,M,8,5.2,0,Heavy
8421,A,Ship,5,3,199,3,low,F,3,4.9,1,Heavy
8422,B,Ship,4,3,187,4,low,M,9,5.7,1,Heavy
8423,C,Ship,5,2,208,3,low,M,6,4.7,1,Heavy
8424,F,Ship,3,5,228,2,medium,F,3,5.2,0,Heavy
8425,D,Ship,3,3,160,4,medium,F,7,5.1,0,Heavy
8426,F,Ship,3,1,195,3,medium,F,3,6,0,Heavy
8427,A,Ship,3,4,240,2,medium,F,2,5.7,0,Heavy
8428,B,Ship,2,2,271,4,medium,M,9,4.1,0,Heavy
8429,C,Ship,4,1,236,3,low,F,8,4.1,0,Heavy
8430,F,Ship,3,2,199,4,medium,F,1,5.7,0,Heavy
8431,D,Ship,3,1,246,2,low,F,9,4.9,0,Heavy
8432,F,Ship,3,1,250,4,low,F,8,4,1,Heavy
8433,A,Ship,4,1,188,2,low,M,10,5.1,1,Heavy
8434,B,Ship,3,2,256,3,low,M,1,4.9,0,Heavy
8435,C,Ship,3,5,147,3,medium,M,8,5.3,1,Heavy
8436,F,Ship,3,3,234,3,low,F,6,5.7,0,Heavy
8437,D,Ship,3,1,247,4,low,F,8,5.4,1,Heavy
8438,F,Ship,5,1,267,4,low,M,5,5.8,0,Heavy
8439,A,Ship,6,5,246,5,high,F,3,4.7,1,Heavy
8440,B,Ship,4,1,284,4,low,F,4,4.8,1,Heavy
8441,C,Ship,3,3,142,6,medium,F,2,5.7,1,Heavy
8442,F,Ship,3,1,132,2,medium,M,2,4.1,0,Heavy
8443,D,Ship,3,5,252,2,high,M,4,4.1,1,Heavy
8444,F,Ship,4,1,243,3,high,F,5,6,0,Heavy
8445,A,Ship,6,4,281,3,low,F,7,5.2,0,Heavy
8446,B,Ship,3,5,142,2,low,M,6,6,1,Heavy
8447,C,Ship,3,1,209,2,low,F,2,4.9,0,Heavy
8448,F,Ship,3,3,157,4,medium,F,7,4.5,1,Heavy
8449,D,Ship,5,1,267,3,low,M,7,5.8,1,Heavy
8450,F,Ship,5,5,177,5,low,F,1,4.4,1,Heavy
8451,A,Ship,4,3,214,2,medium,F,6,4.3,0,Heavy
8452,B,Ship,4,3,247,3,low,F,4,5,1,Heavy
8453,C,Ship,3,1,268,4,low,M,10,5.2,1,Heavy
8454,F,Ship,5,3,242,3,medium,F,6,5,1,Heavy
8455,D,Ship,2,4,176,3,low,M,1,4.5,0,Heavy
8456,F,Ship,5,5,231,3,medium,F,10,5.4,0,Heavy
8457,A,Ship,3,5,124,2,medium,M,1,5.7,1,Heavy
8458,B,Ship,3,2,179,3,low,M,4,4.1,1,Heavy
8459,C,Ship,4,3,207,3,low,F,7,4.2,1,Heavy
8460,F,Ship,4,2,128,3,medium,M,7,5.7,1,Heavy
8461,D,Ship,3,5,167,2,medium,F,8,5.1,0,Heavy
8462,F,Ship,3,2,243,4,medium,M,5,4.7,1,Heavy
8463,A,Ship,4,5,252,4,low,F,6,5,0,Heavy
8464,B,Ship,4,1,202,2,medium,M,10,5.4,1,Heavy
8465,C,Ship,4,3,241,2,medium,M,3,4.6,1,Heavy
8466,F,Ship,4,5,182,2,medium,F,10,5.1,1,Heavy
8467,D,Ship,2,2,156,3,low,F,5,5.6,1,Heavy
8468,F,Road,4,4,266,3,low,F,6,5.8,1,Heavy
8469,A,Road,4,1,228,3,low,F,9,4.7,0,Heavy
8470,B,Road,4,5,210,4,low,M,3,5.4,1,Heavy
8471,C,Road,3,5,135,2,medium,M,7,5.3,0,Heavy
8472,F,Road,4,5,248,2,medium,M,4,4.8,1,Heavy
8473,D,Road,3,3,227,3,medium,M,3,5.6,0,Heavy
8474,F,Road,3,2,257,3,medium,M,2,5.5,1,Heavy
8475,A,Road,4,5,199,3,low,M,2,4.5,0,Heavy
8476,B,Road,4,3,232,2,low,M,1,5.4,0,Heavy
8477,C,Road,5,1,258,6,low,F,7,4.3,0,Heavy
8478,F,Road,5,1,268,3,medium,F,5,5.7,0,Heavy
8479,D,Road,3,4,260,5,low,M,2,4.5,0,Heavy
8480,F,Road,4,2,190,2,medium,F,1,4,1,Heavy
8481,A,Road,5,5,176,3,medium,F,8,5.3,1,Heavy
8482,B,Road,3,2,227,2,low,M,10,5.4,0,Heavy
8483,C,Road,6,4,150,5,medium,F,8,4.7,0,Heavy
8484,F,Road,3,2,160,2,high,M,4,4.4,0,Heavy
8485,D,Road,6,3,113,2,medium,F,4,5.1,1,Heavy
8486,F,Road,5,1,145,3,low,F,5,5,0,Heavy
8487,A,Road,4,4,206,3,low,M,2,5.6,1,Heavy
8488,B,Road,3,1,207,3,low,F,5,4.6,1,Heavy
8489,C,Road,3,3,133,2,medium,M,8,4.2,0,Heavy
8490,F,Flight,3,5,261,3,low,F,10,4.2,1,Heavy
8491,D,Flight,4,1,194,2,medium,F,1,4.2,0,Heavy
8492,F,Flight,3,1,244,3,medium,M,6,4.1,1,Heavy
8493,A,Flight,4,5,150,3,low,M,5,4.5,0,Heavy
8494,B,Flight,3,1,267,2,low,M,7,4.5,1,Heavy
8495,C,Flight,3,2,251,2,medium,F,4,4.1,0,Heavy
8496,F,Flight,4,2,185,3,low,M,8,4.3,1,Heavy
8497,D,Flight,2,1,112,5,low,F,1,4.5,0,Heavy
8498,F,Flight,3,2,264,4,medium,M,1,4.9,0,Heavy
8499,A,Flight,5,4,274,3,low,M,1,5,1,Heavy
8500,B,Flight,4,5,234,3,medium,F,10,4.2,1,Heavy
8501,C,Flight,3,1,157,2,medium,M,7,5.6,0,Heavy
8502,F,Flight,6,1,247,6,medium,F,6,4.7,0,Heavy
8503,D,Flight,5,1,179,2,high,M,8,5.3,1,Heavy
8504,F,Flight,3,1,202,2,medium,F,10,4.4,1,Heavy
8505,A,Flight,4,2,148,2,medium,M,3,4.7,0,Heavy
8506,B,Flight,5,1,183,6,medium,F,2,5.1,0,Heavy
8507,C,Flight,3,2,229,3,medium,M,9,4.5,1,Heavy
8508,F,Flight,3,4,196,4,low,M,5,4.7,1,Heavy
8509,D,Flight,3,3,264,3,low,F,6,5.5,1,Heavy
8510,F,Flight,3,2,233,4,medium,M,1,5.9,0,Heavy
8511,A,Flight,3,1,166,2,low,F,7,4.4,0,Heavy
8512,B,Ship,5,3,185,2,low,M,2,5.4,0,Heavy
8513,C,Ship,3,5,184,3,low,F,2,4.4,1,Heavy
8514,F,Ship,6,3,98,6,low,M,9,4.8,1,Heavy
8515,D,Ship,3,2,177,2,high,F,7,4.8,1,Heavy
8516,F,Ship,3,5,193,2,low,F,10,5.8,0,Heavy
8517,A,Ship,3,3,165,2,medium,M,1,4.8,0,Heavy
8518,B,Ship,4,4,183,4,low,F,6,4.6,1,Heavy
8519,C,Ship,4,4,161,3,low,M,2,5.3,0,Heavy
8520,F,Ship,2,1,238,2,low,F,4,5,0,Heavy
8521,D,Ship,3,5,191,4,low,M,4,4,1,Heavy
8522,F,Ship,3,2,165,3,low,M,6,5.6,0,Heavy
8523,A,Ship,3,5,233,2,medium,M,1,4.9,0,Heavy
8524,B,Ship,4,1,234,2,medium,M,4,5.1,1,Heavy
8525,C,Ship,4,1,252,3,medium,M,4,5.5,0,Heavy
8526,F,Ship,3,1,155,3,low,F,9,5.5,0,Heavy
8527,D,Ship,3,5,269,8,medium,M,8,4.5,0,Heavy
8528,F,Ship,4,5,224,2,low,M,8,5.9,0,Heavy
8529,A,Ship,5,3,230,3,medium,F,7,4.8,0,Heavy
8530,B,Ship,4,5,253,3,low,F,9,4.2,0,Heavy
8531,C,Ship,5,2,181,3,low,M,4,4.3,0,Heavy
8532,F,Ship,4,2,233,4,high,F,1,4.3,0,Heavy
8533,D,Ship,4,1,243,5,medium,F,1,4.6,1,Heavy
8534,F,Ship,5,4,271,2,medium,F,6,4.8,1,Heavy
8535,A,Ship,4,3,134,4,low,F,5,4.5,1,Heavy
8536,B,Ship,3,5,154,10,high,F,10,5.3,1,Heavy
8537,C,Ship,6,1,222,8,low,M,2,4.9,0,Heavy
8538,F,Ship,3,4,251,10,medium,F,2,4.3,1,Heavy
8539,D,Ship,4,3,239,3,low,M,10,4,0,Heavy
8540,F,Ship,5,4,211,3,low,M,9,4.9,0,Heavy
8541,A,Ship,3,4,195,10,low,M,5,6,1,Heavy
8542,B,Ship,4,4,224,10,medium,F,9,4.1,0,Heavy
8543,C,Ship,4,5,144,8,medium,F,2,5,1,Heavy
8544,F,Ship,4,2,167,4,high,M,5,5.3,0,Heavy
8545,D,Ship,3,1,188,4,medium,F,8,5.9,1,Heavy
8546,F,Ship,2,4,245,2,medium,F,3,5.9,1,Heavy
8547,A,Ship,2,5,212,2,high,F,3,4.4,0,Heavy
8548,B,Ship,3,3,240,3,low,F,5,4.9,1,Heavy
8549,C,Ship,5,2,226,5,medium,M,5,1.3,0,Light
8550,F,Ship,6,5,278,4,low,M,2,1.2,1,Light
8551,D,Ship,4,2,232,5,medium,F,4,1.8,0,Light
8552,F,Ship,6,3,287,4,low,M,3,1.8,0,Light
8553,A,Ship,4,4,228,5,low,F,1,1.8,1,Light
8554,B,Ship,5,4,232,5,low,M,10,1.5,0,Light
8555,C,Ship,6,5,308,4,low,M,8,1.2,1,Light
8556,F,Ship,7,4,287,4,low,M,9,1.7,1,Light
8557,D,Ship,6,4,246,4,medium,M,3,1.9,0,Light
8558,F,Ship,4,5,262,6,low,M,10,1.2,0,Light
8559,A,Ship,6,1,275,4,low,M,7,1.8,0,Light
8560,B,Ship,5,1,236,5,medium,F,3,1.7,0,Light
8561,C,Ship,5,4,221,6,medium,M,6,1.5,1,Light
8562,F,Ship,5,1,271,5,low,F,5,1.9,1,Light
8563,D,Ship,4,4,229,5,low,M,7,1,1,Light
8564,F,Ship,3,2,177,2,high,M,9,4.6,0,Heavy
8565,A,Ship,3,2,193,2,low,M,3,4.8,1,Heavy
8566,B,Ship,3,4,165,2,medium,M,1,5.7,0,Heavy
8567,C,Ship,4,5,183,4,low,M,3,5.9,0,Heavy
8568,F,Ship,4,2,161,3,low,F,8,4.4,0,Heavy
8569,D,Ship,2,5,238,2,low,F,6,5.3,1,Heavy
8570,F,Ship,3,5,191,4,low,M,2,5.2,1,Heavy
8571,A,Ship,3,1,165,3,low,M,10,5.8,0,Heavy
8572,B,Ship,3,5,233,2,medium,F,2,4.2,0,Heavy
8573,C,Ship,4,4,234,2,medium,F,8,5.7,0,Heavy
8574,F,Ship,4,3,252,3,medium,F,10,5.8,1,Heavy
8575,D,Ship,3,2,155,3,low,M,1,5.7,1,Heavy
8576,F,Ship,3,1,269,8,medium,F,4,4.3,0,Heavy
8577,A,Ship,4,1,224,2,low,F,6,4.5,1,Heavy
8578,B,Ship,5,4,230,3,medium,M,6,4.3,0,Heavy
8579,C,Ship,4,5,253,3,low,F,1,5.4,0,Heavy
8580,F,Ship,5,1,181,3,low,F,3,5.1,0,Heavy
8581,D,Ship,4,2,233,4,high,F,6,5.3,0,Heavy
8582,F,Ship,4,4,243,5,medium,M,10,4.4,0,Heavy
8583,A,Ship,5,5,271,2,medium,M,6,4.8,1,Heavy
8584,B,Ship,4,3,134,4,low,M,8,4.9,1,Heavy
8585,C,Ship,3,2,154,10,high,F,8,5.8,1,Heavy
8586,F,Ship,6,4,222,8,low,F,1,5.8,1,Heavy
8587,D,Ship,3,5,251,10,medium,M,9,6,0,Heavy
8588,F,Ship,4,5,239,3,low,M,6,5.2,1,Heavy
8589,A,Ship,5,1,211,3,low,M,7,5.6,1,Heavy
8590,B,Ship,3,2,195,10,low,F,9,4.3,0,Heavy
8591,C,Ship,4,5,224,10,medium,F,7,4.5,1,Heavy
8592,F,Ship,4,4,144,8,medium,M,6,4.4,1,Heavy
8593,D,Ship,4,1,167,4,high,M,7,5.3,0,Heavy
8594,F,Ship,3,3,188,4,medium,M,1,4.3,1,Heavy
8595,A,Ship,2,4,245,2,medium,F,10,5.4,0,Heavy
8596,B,Ship,2,1,212,2,high,F,8,4.1,0,Heavy
8597,C,Ship,3,5,240,3,low,F,6,5.6,0,Heavy
8598,F,Ship,5,1,226,5,medium,M,3,1.4,0,Light
8599,D,Ship,6,3,278,4,low,F,9,1.4,0,Light
8600,F,Ship,4,1,232,5,medium,M,8,1.9,0,Light
8601,A,Ship,6,5,287,4,low,M,8,1.5,0,Light
8602,B,Ship,4,5,228,5,low,M,5,1.4,1,Light
8603,C,Ship,5,5,232,5,low,M,1,1.1,0,Light
8604,F,Ship,6,5,308,4,low,M,4,1.2,0,Light
8605,D,Road,7,1,287,4,low,M,1,1.7,0,Light
8606,F,Road,6,5,246,4,medium,M,2,1.6,0,Light
8607,A,Road,4,1,262,6,low,F,3,1.8,1,Light
8608,B,Road,6,5,275,4,low,F,6,1.9,0,Light
8609,C,Road,5,3,236,5,medium,M,10,1.6,0,Light
8610,F,Road,5,2,221,6,medium,M,4,2,1,Medium
8611,D,Road,5,4,228,5,low,F,9,1.5,1,Light
8612,F,Road,4,5,234,5,low,F,1,2,1,Medium
8613,A,Road,5,1,242,5,low,M,9,1.8,0,Light
8614,B,Road,7,1,307,4,low,F,8,1.3,0,Light
8615,C,Road,6,3,260,4,low,M,4,1.4,0,Light
8616,F,Road,4,5,239,5,low,M,7,1.4,0,Light
8617,D,Road,6,4,305,4,low,F,1,1.4,0,Light
8618,F,Road,5,2,254,6,low,F,5,2,0,Medium
8619,A,Road,2,1,258,5,low,F,9,1.5,1,Light
8620,B,Road,5,3,267,6,low,M,10,1,0,Light
8621,C,Road,4,2,246,5,low,F,10,1.7,0,Light
8622,F,Road,4,2,246,5,low,M,9,1.2,1,Light
8623,D,Road,4,2,261,5,medium,M,5,1.1,1,Light
8624,F,Road,5,1,239,5,low,F,6,1.8,0,Light
8625,A,Road,5,3,245,5,low,M,8,1.5,0,Light
8626,B,Road,5,3,237,5,medium,F,2,1.9,1,Light
8627,C,Flight,7,3,307,4,low,M,1,1.8,1,Light
8628,F,Flight,5,2,252,5,low,F,10,1.6,0,Light
8629,D,Flight,5,5,225,5,low,M,7,1.2,0,Light
8630,F,Flight,6,4,258,4,low,F,7,1.7,1,Light
8631,A,Flight,7,1,254,4,medium,M,6,1.3,1,Light
8632,B,Flight,5,3,232,5,low,F,1,1.8,1,Light
8633,C,Flight,7,1,255,4,medium,F,3,1.5,0,Light
8634,F,Flight,5,1,235,5,low,F,10,1.9,0,Light
8635,D,Flight,7,5,269,4,medium,M,2,1.6,0,Light
8636,F,Flight,6,2,243,4,low,M,4,1.8,0,Light
8637,A,Flight,7,2,253,4,low,M,1,1.3,1,Light
8638,B,Flight,5,1,266,5,medium,F,2,1.8,0,Light
8639,C,Flight,5,3,154,4,low,F,3,1.1,1,Light
8640,F,Flight,4,3,245,5,low,M,4,1.5,0,Light
8641,D,Flight,4,5,275,5,medium,F,8,1.1,1,Light
8642,F,Flight,6,1,261,4,medium,M,10,1.3,1,Light
8643,A,Flight,4,5,273,5,low,M,2,1.4,0,Light
8644,B,Flight,6,4,303,5,low,M,5,1.2,1,Light
8645,C,Flight,5,1,255,5,low,M,3,1.6,1,Light
8646,F,Flight,4,4,225,5,low,F,1,1.5,1,Light
8647,D,Flight,4,5,233,6,low,M,8,1.2,0,Light
8648,F,Flight,6,1,285,4,low,F,3,1.4,1,Light
8649,A,Ship,5,5,272,4,medium,M,10,1.4,1,Light
8650,B,Ship,7,5,273,4,medium,M,9,1.3,1,Light
8651,C,Ship,4,3,253,6,low,F,4,1.8,1,Light
8652,F,Ship,6,2,279,4,medium,F,4,1.1,0,Light
8653,D,Ship,4,2,235,5,low,M,8,1,0,Light
8654,F,Ship,4,1,255,5,low,F,9,1.8,1,Light
8655,A,Ship,7,5,301,4,low,F,7,1.7,0,Light
8656,B,Ship,7,1,245,4,medium,M,4,1.7,1,Light
8657,C,Ship,7,5,265,4,low,F,1,1.6,0,Light
8658,F,Ship,4,4,252,5,medium,M,2,2,1,Medium
8659,D,Ship,6,1,281,4,medium,M,2,1.6,0,Light
8660,F,Ship,6,2,269,4,medium,F,10,1.2,0,Light
8661,A,Ship,4,2,271,5,medium,M,4,1.6,1,Light
8662,B,Ship,5,2,239,5,medium,F,6,1.4,1,Light
8663,C,Ship,7,5,293,4,low,F,2,1.1,1,Light
8664,F,Ship,4,1,165,5,medium,F,1,4.2,1,Heavy
8665,D,Ship,3,3,202,4,low,F,9,4.9,0,Heavy
8666,F,Ship,4,4,201,3,low,F,2,5.4,0,Heavy
8667,A,Ship,5,5,161,3,low,F,5,4.7,0,Heavy
8668,B,Ship,5,5,193,3,low,F,3,5,0,Heavy
8669,C,Ship,3,1,152,3,low,M,1,4.9,1,Heavy
8670,F,Ship,4,4,189,2,medium,M,3,5.8,1,Heavy
8671,D,Ship,3,1,159,3,low,M,10,4.8,1,Heavy
8672,F,Ship,5,1,259,3,low,M,1,5.7,0,Heavy
8673,A,Ship,3,2,224,3,medium,M,8,5.9,0,Heavy
8674,B,Ship,4,4,172,2,medium,F,3,5.5,1,Heavy
8675,C,Ship,4,5,148,3,medium,F,5,5.2,0,Heavy
8676,F,Ship,4,3,274,3,medium,F,8,4.3,0,Heavy
8677,D,Ship,3,1,207,4,low,F,9,5.9,0,Heavy
8678,F,Ship,4,5,159,5,medium,F,2,5.7,1,Heavy
8679,A,Ship,3,1,198,3,low,M,3,5,1,Heavy
8680,B,Ship,4,5,196,2,medium,F,3,5.5,0,Heavy
8681,C,Ship,5,1,137,2,low,M,9,4.6,1,Heavy
8682,F,Ship,3,3,192,3,medium,M,4,5.5,0,Heavy
8683,D,Ship,3,4,214,3,low,F,1,5.7,0,Heavy
8684,F,Ship,6,3,267,4,medium,M,2,5.9,1,Heavy
8685,A,Ship,3,5,205,3,medium,F,9,4.6,1,Heavy
8686,B,Ship,2,4,102,4,medium,F,6,5.4,0,Heavy
8687,C,Ship,3,2,150,2,medium,M,5,5.3,0,Heavy
8688,F,Ship,5,1,176,3,low,M,3,5.9,0,Heavy
8689,D,Ship,3,3,169,3,high,M,1,4.6,0,Heavy
8690,F,Ship,4,4,151,3,medium,F,5,4.7,0,Heavy
8691,A,Ship,3,5,243,3,low,M,1,4.6,0,Heavy
8692,B,Ship,4,2,150,2,low,F,2,5.3,0,Heavy
8693,C,Ship,4,3,229,2,low,M,6,4.2,1,Heavy
8694,F,Ship,6,2,164,4,low,M,6,5.3,0,Heavy
8695,D,Ship,3,5,220,3,low,F,9,5.7,1,Heavy
8696,F,Ship,3,1,187,3,medium,M,7,4.6,0,Heavy
8697,A,Ship,5,4,255,3,low,F,1,5.8,1,Heavy
8698,B,Ship,5,4,252,3,medium,M,2,4.2,0,Heavy
8699,C,Ship,5,5,242,4,medium,F,2,5.4,0,Heavy
8700,F,Ship,3,1,162,3,low,M,7,5.1,0,Heavy
8701,D,Ship,3,2,219,3,medium,M,1,4.9,1,Heavy
8702,F,Ship,4,2,248,3,low,M,2,5,1,Heavy
8703,A,Ship,4,3,228,3,medium,F,1,5.4,1,Heavy
8704,B,Ship,4,4,149,2,medium,F,2,5.9,0,Heavy
8705,C,Ship,3,5,206,3,medium,F,9,5.8,0,Heavy
8706,F,Ship,3,1,204,3,medium,M,4,4.6,1,Heavy
8707,D,Ship,5,3,222,4,medium,M,2,4.1,0,Heavy
8708,F,Ship,3,5,248,2,medium,M,1,4.1,1,Heavy
8709,A,Ship,3,3,225,3,medium,F,7,5,1,Heavy
8710,B,Ship,3,2,244,2,high,F,9,4.1,0,Heavy
8711,C,Ship,2,3,184,4,medium,M,3,4.7,0,Heavy
8712,F,Ship,4,5,223,3,low,M,9,5.6,1,Heavy
8713,D,Ship,4,2,133,6,medium,F,9,4.9,0,Heavy
8714,F,Ship,4,3,164,4,medium,M,1,4.3,0,Heavy
8715,A,Ship,3,5,222,4,medium,F,9,4.2,0,Heavy
8716,B,Ship,2,1,198,2,low,M,8,4.3,0,Heavy
8717,C,Ship,5,5,198,3,low,F,5,4.8,1,Heavy
8718,F,Ship,5,1,193,6,medium,F,4,6,0,Heavy
8719,D,Ship,5,1,149,3,low,F,9,5.2,1,Heavy
8720,F,Ship,4,4,265,4,medium,F,6,4.6,1,Heavy
8721,A,Ship,3,3,187,2,low,F,7,4.9,0,Heavy
8722,B,Ship,4,5,198,2,medium,F,9,4.1,0,Heavy
8723,C,Ship,3,4,177,3,medium,F,1,5,0,Heavy
8724,F,Ship,5,3,255,4,low,F,5,5.9,0,Heavy
8725,D,Ship,3,2,141,2,medium,F,7,5.2,0,Heavy
8726,F,Ship,3,2,180,2,medium,F,4,4.8,1,Heavy
8727,A,Ship,3,4,254,3,high,M,4,5.8,1,Heavy
8728,B,Ship,2,3,211,2,medium,M,2,4.6,0,Heavy
8729,C,Ship,3,4,238,2,medium,M,7,6,0,Heavy
8730,F,Ship,4,4,239,3,medium,M,6,5.6,0,Heavy
8731,D,Ship,4,3,175,2,medium,M,3,5,1,Heavy
8732,F,Ship,5,2,238,2,low,M,5,5.7,0,Heavy
8733,A,Ship,6,4,268,4,medium,M,5,4.1,1,Heavy
8734,B,Ship,4,5,142,2,medium,M,10,5.4,1,Heavy
8735,C,Ship,3,2,186,2,medium,M,3,5.7,0,Heavy
8736,F,Ship,4,3,154,3,medium,F,4,4.9,1,Heavy
8737,D,Ship,4,4,229,2,low,F,9,5.7,1,Heavy
8738,F,Ship,3,4,264,3,low,M,8,4.6,1,Heavy
8739,A,Ship,4,3,196,3,medium,F,8,5.5,0,Heavy
8740,B,Ship,5,2,169,2,medium,M,4,6,1,Heavy
8741,C,Ship,3,5,168,3,low,M,8,5.9,0,Heavy
8742,F,Road,3,4,226,2,high,F,8,5.8,0,Heavy
8743,D,Road,5,4,189,2,low,F,4,5.6,1,Heavy
8744,F,Road,4,4,183,2,low,F,7,4.6,1,Heavy
8745,A,Road,3,1,228,2,low,F,7,5,0,Heavy
8746,B,Road,3,2,260,2,low,M,7,5.6,1,Heavy
8747,C,Road,4,2,112,2,medium,F,8,4.6,0,Heavy
8748,F,Road,5,5,221,3,medium,M,9,5.3,0,Heavy
8749,D,Road,4,5,258,3,low,M,8,4,1,Heavy
8750,F,Road,4,2,133,3,medium,F,5,6,0,Heavy
8751,A,Road,3,1,139,3,low,F,4,4.7,0,Heavy
8752,B,Road,5,1,251,4,medium,M,10,5.9,0,Heavy
8753,C,Road,5,1,258,3,high,M,3,4.9,0,Heavy
8754,F,Road,4,2,229,2,medium,F,7,4.9,1,Heavy
8755,D,Road,6,4,220,4,low,M,5,5.5,1,Heavy
8756,F,Road,5,3,160,3,low,F,10,4.4,1,Heavy
8757,A,Road,3,1,154,3,medium,M,4,4.6,0,Heavy
8758,B,Road,5,3,197,5,low,F,1,5.6,0,Heavy
8759,C,Road,4,4,141,3,low,M,10,4.3,0,Heavy
8760,F,Road,3,2,199,2,medium,F,7,5.5,1,Heavy
8761,D,Road,4,3,187,6,low,F,9,5.9,0,Heavy
8762,F,Road,3,4,136,3,medium,M,6,4.6,0,Heavy
8763,A,Road,3,4,232,5,medium,M,9,5.8,0,Heavy
8764,B,Flight,3,2,257,2,low,F,9,5.1,1,Heavy
8765,C,Flight,4,1,156,2,medium,M,4,5.2,0,Heavy
8766,F,Flight,3,5,179,3,low,M,2,4.9,0,Heavy
8767,D,Flight,5,5,182,3,low,F,9,5.4,0,Heavy
8768,F,Flight,4,4,209,6,low,F,7,4.9,0,Heavy
8769,A,Flight,5,5,137,3,medium,F,5,4.8,0,Heavy
8770,B,Flight,5,2,174,5,medium,M,8,4.7,0,Heavy
8771,C,Flight,3,4,251,3,medium,M,5,5.6,1,Heavy
8772,F,Flight,5,4,220,2,medium,M,8,5.1,0,Heavy
8773,D,Flight,3,3,196,4,low,F,9,5.6,1,Heavy
8774,F,Flight,3,1,162,3,medium,F,10,5.7,0,Heavy
8775,A,Flight,4,2,242,2,medium,F,8,5.2,1,Heavy
8776,B,Flight,4,3,226,3,medium,M,10,5.3,0,Heavy
8777,C,Flight,3,1,101,3,medium,M,7,4.3,1,Heavy
8778,F,Flight,5,2,226,3,medium,F,1,5.5,0,Heavy
8779,D,Flight,5,3,280,6,high,M,5,4.6,0,Heavy
8780,F,Flight,4,2,257,2,high,M,3,4.1,1,Heavy
8781,A,Flight,5,5,185,5,low,M,5,4.1,0,Heavy
8782,B,Flight,3,2,199,3,low,F,8,5.4,0,Heavy
8783,C,Flight,3,2,273,3,high,M,8,5.8,1,Heavy
8784,F,Flight,4,5,229,4,medium,F,6,4.2,0,Heavy
8785,D,Flight,3,3,199,3,medium,F,1,4,1,Heavy
8786,F,Ship,3,1,151,3,low,F,7,4.1,0,Heavy
8787,A,Ship,5,1,213,2,high,F,10,5.6,1,Heavy
8788,B,Ship,3,4,151,3,medium,F,3,4.9,0,Heavy
8789,C,Ship,4,2,212,3,low,M,5,5.4,0,Heavy
8790,F,Ship,4,3,175,3,low,F,9,4.8,1,Heavy
8791,D,Ship,3,3,182,4,low,F,2,4.7,1,Heavy
8792,F,Ship,5,2,211,2,medium,F,2,5.1,0,Heavy
8793,A,Ship,3,1,160,3,medium,F,5,5.5,0,Heavy
